,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006 Total,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007 Total,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008 Total,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009 Total,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Total,,,,,Grand Total,,,,
,,,01,,,,,02,,,,,03,,,,,04,,,,,05,,,,,06,,,,,07,,,,,08,,,,,09,,,,,10,,,,,11,,,,,12,,,,,,,,,,01,,,,,02,,,,,03,,,,,04,,,,,05,,,,,06,,,,,07,,,,,08,,,,,09,,,,,10,,,,,11,,,,,12,,,,,,,,,,01,,,,,02,,,,,03,,,,,04,,,,,05,,,,,06,,,,,07,,,,,08,,,,,09,,,,,10,,,,,11,,,,,12,,,,,,,,,,01,,,,,02,,,,,03,,,,,04,,,,,05,,,,,06,,,,,07,,,,,08,,,,,09,,,,,10,,,,,11,,,,,12,,,,,,,,,,01,,,,,02,,,,,03,,,,,04,,,,,05,,,,,06,,,,,07,,,,,08,,,,,09,,,,,10,,,,,11,,,,,12,,,,,,,,,,,,,,
,,,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC,MONTANT_LIGNE_NET_HT,MONTANT_LIGNE_NET_TTC,MONTANT_LIGNE_BRUT_TTC,REMISE_LIGNE_HT,REMISE_LIGNE_TTC
AERO BLECH,Aérodrome de la Blécherette,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983.80,1'058.55,1'058.55,0.00,0.00,3'358.05,3'613.20,3'613.20,0.00,0.00,3'660.65,3'938.95,3'938.95,0.00,0.00,3'385.75,3'643.10,3'643.10,0.00,0.00,3'959.10,4'260.00,4'260.00,0.00,0.00,3'884.35,4'179.55,4'179.55,0.00,0.00,3'866.45,4'160.25,4'160.25,0.00,0.00,4'013.50,4'318.50,4'318.50,0.00,0.00,4'873.30,5'243.70,5'243.70,0.00,0.00,3'974.80,4'276.80,4'276.80,0.00,0.00,5'013.90,5'395.05,5'395.05,0.00,0.00,40'973.65,44'087.65,44'087.65,0.00,0.00,,,,,,3'530.65,3'799.10,3'799.10,0.00,0.00,8'560.10,9'210.80,9'210.80,0.00,0.00,4'678.65,5'034.30,5'034.30,0.00,0.00,4'374.65,4'707.25,4'707.25,0.00,0.00,3'635.00,3'911.30,3'911.30,0.00,0.00,4'070.95,4'380.35,4'380.35,0.00,0.00,3'087.50,3'322.05,3'322.05,0.00,0.00,4'100.10,4'411.70,4'411.70,0.00,0.00,4'195.90,4'514.85,4'514.85,0.00,0.00,4'881.50,5'252.50,5'252.50,0.00,0.00,4'846.70,5'215.05,5'215.05,0.00,0.00,49'961.70,53'759.25,53'759.25,0.00,0.00,1'931.15,2'077.85,2'077.85,0.00,0.00,4'697.05,5'054.00,5'054.00,0.00,0.00,5'308.40,5'711.95,5'711.95,0.00,0.00,4'928.80,5'303.35,5'303.35,0.00,0.00,5'087.05,5'473.75,5'473.75,0.00,0.00,4'845.20,5'213.45,5'213.45,0.00,0.00,3'429.70,3'690.35,3'690.35,0.00,0.00,3'935.10,4'234.20,4'234.20,0.00,0.00,4'713.75,5'071.95,5'071.95,0.00,0.00,5'193.10,5'587.85,5'587.85,0.00,0.00,4'928.05,5'302.55,5'302.55,0.00,0.00,2'486.70,2'675.65,2'675.65,0.00,0.00,51'484.05,55'396.90,55'396.90,0.00,0.00,142'419.40,153'243.80,153'243.80,0.00,0.00
AERODROME,Restaurant de l'Aérodrome,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.30,336.00,336.00,0.00,0.00,312.30,336.00,336.00,0.00,0.00,,,,,,,,,,,340.50,366.40,366.40,0.00,0.00,,,,,,340.50,366.40,366.40,0.00,0.00,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,681.00,732.80,732.80,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,993.30,1'068.80,1'068.80,0.00,0.00
AFTER-RAIN,After the Rain Geneva SA,490,9'932.50,10'687.45,10'687.45,0.00,0.00,10'235.40,11'013.35,11'013.35,0.00,0.00,8'942.20,9'621.80,9'621.80,0.00,0.00,8'348.50,8'983.00,8'983.00,0.00,0.00,8'713.65,9'375.95,9'375.95,0.00,0.00,9'286.35,9'992.05,9'992.05,0.00,0.00,9'827.55,10'574.45,10'574.45,0.00,0.00,6'129.60,6'595.50,6'595.50,0.00,0.00,9'452.90,10'171.30,10'171.30,0.00,0.00,7'314.80,7'870.70,7'870.70,0.00,0.00,7'947.70,8'551.75,8'551.75,0.00,0.00,9'665.40,10'400.05,10'400.05,0.00,0.00,105'796.55,113'837.35,113'837.35,0.00,0.00,10'503.50,11'301.65,11'301.65,0.00,0.00,10'760.20,11'577.95,11'577.95,0.00,0.00,11'104.60,11'948.35,11'948.35,0.00,0.00,12'156.50,13'080.40,13'080.40,0.00,0.00,,,,,,,,,,,-4'585.00,-4'933.45,-4'933.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,39'939.80,42'974.90,42'974.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10'183.70,10'957.65,10'957.65,0.00,0.00,9'637.80,10'370.30,10'370.30,0.00,0.00,10'376.80,11'165.40,11'165.40,0.00,0.00,9'686.80,10'423.15,10'423.15,0.00,0.00,10'094.20,10'861.50,10'861.50,0.00,0.00,9'849.40,10'598.15,10'598.15,0.00,0.00,8'109.80,8'726.35,8'726.35,0.00,0.00,5'651.90,6'081.65,6'081.65,0.00,0.00,8'644.40,9'301.50,9'301.50,0.00,0.00,9'432.00,10'149.00,10'149.00,0.00,0.00,,,,,,,,,,,91'666.80,98'634.65,98'634.65,0.00,0.00,237'403.15,255'446.90,255'446.90,0.00,0.00
AGORA,Hôtel Agora,440,2'303.30,2'478.40,2'478.40,0.00,0.00,3'248.70,3'495.60,3'495.60,0.00,0.00,5'154.40,5'546.15,5'546.15,0.00,0.00,4'593.00,4'942.05,4'942.05,0.00,0.00,6'881.30,7'404.30,7'404.30,0.00,0.00,7'604.55,8'182.50,8'182.50,0.00,0.00,8'046.75,8'658.30,8'658.30,0.00,0.00,8'132.65,8'750.75,8'750.75,0.00,0.00,7'367.65,7'927.55,7'927.55,0.00,0.00,6'218.30,6'690.90,6'690.90,0.00,0.00,4'753.45,5'114.85,5'114.85,0.00,0.00,3'911.90,4'209.20,4'209.20,0.00,0.00,68'215.95,73'400.55,73'400.55,0.00,0.00,2'372.05,2'552.30,2'552.30,0.00,0.00,4'057.65,4'366.10,4'366.10,0.00,0.00,5'231.95,5'629.60,5'629.60,0.00,0.00,4'668.50,5'023.30,5'023.30,0.00,0.00,7'179.20,7'724.75,7'724.75,0.00,0.00,8'228.75,8'854.15,8'854.15,0.00,0.00,8'241.75,8'868.15,8'868.15,0.00,0.00,8'823.45,9'493.90,9'493.90,0.00,0.00,7'317.25,7'873.35,7'873.35,0.00,0.00,7'361.30,7'920.80,7'920.80,0.00,0.00,6'527.75,7'023.85,7'023.85,0.00,0.00,4'858.65,5'227.95,5'227.95,0.00,0.00,74'868.25,80'558.20,80'558.20,0.00,0.00,2'419.95,2'603.85,2'603.85,0.00,0.00,6'302.55,6'781.65,6'781.65,0.00,0.00,6'786.20,7'301.95,7'301.95,0.00,0.00,8'220.50,8'845.30,8'845.30,0.00,0.00,9'026.85,9'712.95,9'712.95,0.00,0.00,8'092.90,8'707.80,8'707.80,0.00,0.00,10'178.75,10'952.30,10'952.30,0.00,0.00,10'302.85,11'086.05,11'086.05,0.00,0.00,9'132.15,9'826.30,9'826.30,0.00,0.00,9'356.05,10'067.10,10'067.10,0.00,0.00,7'407.05,7'970.05,7'970.05,0.00,0.00,5'432.10,5'844.95,5'844.95,0.00,0.00,92'657.90,99'700.25,99'700.25,0.00,0.00,,,,,,5'348.60,5'755.15,5'755.15,0.00,0.00,17'086.10,18'384.50,18'384.50,0.00,0.00,9'164.50,9'860.90,9'860.90,0.00,0.00,9'916.70,10'670.40,10'670.40,0.00,0.00,9'665.55,10'400.15,10'400.15,0.00,0.00,11'278.40,12'135.50,12'135.50,0.00,0.00,10'768.85,11'587.25,11'587.25,0.00,0.00,9'673.10,10'408.25,10'408.25,0.00,0.00,8'869.80,9'544.05,9'544.05,0.00,0.00,7'646.70,8'227.80,8'227.80,0.00,0.00,5'423.45,5'835.70,5'835.70,0.00,0.00,104'841.75,112'809.65,112'809.65,0.00,0.00,4'055.25,4'363.40,4'363.40,0.00,0.00,5'735.10,6'170.90,6'170.90,0.00,0.00,8'277.60,8'906.65,8'906.65,0.00,0.00,7'439.60,8'005.10,8'005.10,0.00,0.00,9'003.80,9'688.15,9'688.15,0.00,0.00,10'311.45,11'095.05,11'095.05,0.00,0.00,10'685.80,11'497.95,11'497.95,0.00,0.00,11'373.80,12'238.20,12'238.20,0.00,0.00,10'533.65,11'334.20,11'334.20,0.00,0.00,9'970.40,10'728.25,10'728.25,0.00,0.00,7'894.05,8'493.95,8'493.95,0.00,0.00,6'995.35,7'527.00,7'527.00,0.00,0.00,102'275.85,110'048.80,110'048.80,0.00,0.00,442'859.70,476'517.45,476'517.45,0.00,0.00
ALIZE SA,Garage Alizé SA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.00,113.00,113.00,0.00,0.00,105.00,113.00,113.00,0.00,0.00,,,,,,,,,,,207.00,222.75,222.75,0.00,0.00,,,,,,1'207.00,1'298.75,1'298.75,0.00,0.00,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,207.00,222.75,222.75,0.00,0.00,1'621.00,1'744.25,1'744.25,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,1'726.00,1'857.25,1'857.25,0.00,0.00
ALPES,Best Western,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3'607.20,3'881.35,3'881.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3'607.20,3'881.35,3'881.35,0.00,0.00,3'607.20,3'881.35,3'881.35,0.00,0.00
,Hôtel des Alpes Vaudoises,504,1'086.20,1'168.75,1'168.75,0.00,0.00,1'753.90,1'887.20,1'887.20,0.00,0.00,2'112.00,2'272.50,2'272.50,0.00,0.00,2'108.50,2'268.75,2'268.75,0.00,0.00,3'134.25,3'372.40,3'372.40,0.00,0.00,3'277.25,3'526.30,3'526.30,0.00,0.00,4'461.40,4'800.45,4'800.45,0.00,0.00,2'163.05,2'327.40,2'327.40,0.00,0.00,1'200.60,1'291.85,1'291.85,0.00,0.00,420.00,451.90,451.90,0.00,0.00,1'574.10,1'693.65,1'693.65,0.00,0.00,2'473.30,2'661.35,2'661.35,0.00,0.00,25'764.55,27'722.50,27'722.50,0.00,0.00,377.20,405.85,405.85,0.00,0.00,848.65,913.15,913.15,0.00,0.00,1'025.35,1'103.30,1'103.30,0.00,0.00,939.00,1'010.35,1'010.35,0.00,0.00,1'620.75,1'743.85,1'743.85,0.00,0.00,2'323.90,2'500.55,2'500.55,0.00,0.00,5'749.85,6'186.85,6'186.85,0.00,0.00,3'100.40,3'336.00,3'336.00,0.00,0.00,1'775.90,1'910.85,1'910.85,0.00,0.00,1'641.10,1'765.75,1'765.75,0.00,0.00,915.75,985.40,985.40,0.00,0.00,882.50,949.60,949.60,0.00,0.00,21'200.35,22'811.50,22'811.50,0.00,0.00,1'208.00,1'299.80,1'299.80,0.00,0.00,657.20,707.10,707.10,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'865.20,2'006.90,2'006.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48'830.10,52'540.90,52'540.90,0.00,0.00
