,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 Total,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 Total,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 Total,,,,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 Total,,,,,2026,,,,,Grand Total,,,,
LE PETOU,Blacknose Group SA,6719,470.00,506.20,506.20,0.00,0.00,710.00,764.75,764.75,0.00,0.00,742.50,799.75,799.75,0.00,0.00,,,,,,,,,,,,,,,,500.00,538.50,538.50,0.00,0.00,772.50,832.05,832.05,0.00,0.00,,,,,,,,,,,,,,,,,,,,,3'195.00,3'441.25,3'441.25,0.00,0.00,,,,,,762.15,820.85,820.85,0.00,0.00,,,,,,,,,,,,,,,,1'108.00,1'193.35,1'193.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,3'629.85,3'909.35,3'909.35,0.00,0.00,5'500.00,5'923.55,5'923.55,0.00,0.00,1'273.90,1'377.15,1'377.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'273.90,1'377.15,1'377.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9'968.90,10'741.95,10'741.95,0.00,0.00
LE WHITE,HÔTEL LE WHITE,6802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2'875.35,3'108.15,3'108.15,0.00,0.00,1'733.70,1'874.20,1'874.20,0.00,0.00,4'609.05,4'982.35,4'982.35,0.00,0.00,3'373.30,3'646.75,3'646.75,0.00,0.00,4'531.15,4'898.15,4'898.15,0.00,0.00,3'071.50,3'320.30,3'320.30,0.00,0.00,2'641.30,2'855.25,2'855.25,0.00,0.00,2'088.40,2'257.55,2'257.55,0.00,0.00,3'403.20,3'679.10,3'679.10,0.00,0.00,4'456.60,4'817.80,4'817.80,0.00,0.00,5'738.25,6'202.80,6'202.80,0.00,0.00,3'510.80,3'795.05,3'795.05,0.00,0.00,3'214.00,3'474.10,3'474.10,0.00,0.00,1'154.50,1'248.00,1'248.00,0.00,0.00,2'626.75,2'839.55,2'839.55,0.00,0.00,39'809.75,43'034.40,43'034.40,0.00,0.00,3'744.30,4'047.70,4'047.70,0.00,0.00,48'163.10,52'064.45,52'064.45,0.00,0.00
LECHAMOIS,Hôtel le Chamois,6740,,,,,,4'700.15,5'062.00,5'062.00,0.00,0.00,4'501.90,4'848.55,4'848.55,0.00,0.00,,,,,,765.45,824.35,824.35,0.00,0.00,4'257.80,4'585.75,4'585.75,0.00,0.00,3'467.85,3'734.75,3'734.75,0.00,0.00,4'205.45,4'529.25,4'529.25,0.00,0.00,3'140.10,3'381.80,3'381.80,0.00,0.00,1'719.55,1'851.90,1'851.90,0.00,0.00,957.50,1'031.25,1'031.25,0.00,0.00,727.90,783.95,783.95,0.00,0.00,28'443.65,30'633.55,30'633.55,0.00,0.00,3'263.15,3'514.55,3'514.55,0.00,0.00,706.80,761.20,761.20,0.00,0.00,-1'427.75,-1'537.70,-1'537.70,0.00,0.00,,,,,,,,,,,,,,,,-93.00,-100.15,-100.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,2'449.20,2'637.90,2'637.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30'892.85,33'271.45,33'271.45,0.00,0.00
L'ECU,NR Gehin Sàrl,2000,1'096.25,1'180.75,1'180.75,0.00,0.00,982.15,1'057.90,1'057.90,0.00,0.00,1'489.80,1'604.65,1'604.65,0.00,0.00,463.80,499.45,499.45,0.00,0.00,1'116.20,1'202.00,1'202.00,0.00,0.00,652.00,701.95,701.95,0.00,0.00,471.30,507.60,507.60,0.00,0.00,573.55,617.65,617.65,0.00,0.00,852.75,918.35,918.35,0.00,0.00,1'343.90,1'447.40,1'447.40,0.00,0.00,1'519.85,1'636.75,1'636.75,0.00,0.00,910.00,980.05,980.05,0.00,0.00,11'471.55,12'354.50,12'354.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11'471.55,12'354.50,12'354.50,0.00,0.00
LEPICENTRE,L'Epicentre SA,6820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.15,656.40,656.40,0.00,0.00,635.00,686.40,686.40,0.00,0.00,511.20,552.60,552.60,0.00,0.00,386.85,418.20,418.20,0.00,0.00,838.45,906.35,906.35,0.00,0.00,2'978.65,3'219.95,3'219.95,0.00,0.00,952.35,1'029.45,1'029.45,0.00,0.00,3'931.00,4'249.40,4'249.40,0.00,0.00
LES NOIRET,Lock Star SA,142,929.80,1'001.40,1'001.40,0.00,0.00,1'800.55,1'939.25,1'939.25,0.00,0.00,909.65,979.70,979.70,0.00,0.00,596.10,642.00,642.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4'236.10,4'562.35,4'562.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4'236.10,4'562.35,4'562.35,0.00,0.00
LESMAZOTS,Edenroche Sàrl,6717,3'483.15,3'751.35,3'751.35,0.00,0.00,3'804.30,4'097.30,4'097.30,0.00,0.00,4'250.80,4'578.15,4'578.15,0.00,0.00,1'352.15,1'456.30,1'456.30,0.00,0.00,3'555.40,3'829.20,3'829.20,0.00,0.00,3'207.60,3'454.70,3'454.70,0.00,0.00,2'690.30,2'897.55,2'897.55,0.00,0.00,4'566.05,4'917.70,4'917.70,0.00,0.00,2'990.00,3'220.30,3'220.30,0.00,0.00,3'349.05,3'607.00,3'607.00,0.00,0.00,2'552.35,2'748.95,2'748.95,0.00,0.00,2'990.45,3'220.75,3'220.75,0.00,0.00,38'791.60,41'779.25,41'779.25,0.00,0.00,4'771.95,5'139.25,5'139.25,0.00,0.00,4'293.30,4'623.85,4'623.85,0.00,0.00,3'338.75,3'595.80,3'595.80,0.00,0.00,,,,,,3'432.40,3'696.75,3'696.75,0.00,0.00,2'817.30,3'034.20,3'034.20,0.00,0.00,3'339.45,3'596.65,3'596.65,0.00,0.00,2'524.60,2'718.90,2'718.90,0.00,0.00,3'211.30,3'458.60,3'458.60,0.00,0.00,3'168.25,3'412.30,3'412.30,0.00,0.00,2'465.90,2'655.70,2'655.70,0.00,0.00,3'659.75,3'941.35,3'941.35,0.00,0.00,37'022.95,39'873.35,39'873.35,0.00,0.00,3'704.90,4'004.80,4'004.80,0.00,0.00,3'875.20,4'189.10,4'189.10,0.00,0.00,2'868.60,3'100.95,3'100.95,0.00,0.00,943.15,1'019.50,1'019.50,0.00,0.00,,,,,,3'632.75,3'927.10,3'927.10,0.00,0.00,4'170.35,4'508.00,4'508.00,0.00,0.00,1'874.00,2'025.85,2'025.85,0.00,0.00,1'662.40,1'797.15,1'797.15,0.00,0.00,3'175.30,3'432.25,3'432.25,0.00,0.00,2'733.00,2'954.35,2'954.35,0.00,0.00,3'465.15,3'745.95,3'745.95,0.00,0.00,32'104.80,34'705.00,34'705.00,0.00,0.00,4'446.65,4'806.85,4'806.85,0.00,0.00,2'429.35,2'626.10,2'626.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6'876.00,7'432.95,7'432.95,0.00,0.00,,,,,,114'795.35,123'790.55,123'790.55,0.00,0.00
LONGERAIE,La Longeraie,6761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5'599.00,6'052.60,6'052.60,0.00,0.00,3'600.40,3'892.05,3'892.05,0.00,0.00,3'871.80,4'185.35,4'185.35,0.00,0.00,4'038.25,4'365.40,4'365.40,0.00,0.00,5'531.70,5'979.75,5'979.75,0.00,0.00,4'211.80,4'553.00,4'553.00,0.00,0.00,4'585.95,4'957.50,4'957.50,0.00,0.00,2'802.05,3'028.95,3'028.95,0.00,0.00,5'118.85,5'533.55,5'533.55,0.00,0.00,4'802.70,5'191.80,5'191.80,0.00,0.00,3'698.35,3'998.05,3'998.05,0.00,0.00,2'332.15,2'521.05,2'521.05,0.00,0.00,50'193.00,54'259.05,54'259.05,0.00,0.00,2'394.90,2'588.90,2'588.90,0.00,0.00,3'042.80,3'289.30,3'289.30,0.00,0.00,4'218.10,4'559.85,4'559.85,0.00,0.00,4'733.70,5'117.35,5'117.35,0.00,0.00,7'130.90,7'708.55,7'708.55,0.00,0.00,7'844.70,8'480.20,8'480.20,0.00,0.00,6'550.95,7'081.65,7'081.65,0.00,0.00,5'478.85,5'922.70,5'922.70,0.00,0.00,7'064.85,7'637.25,7'637.25,0.00,0.00,6'123.50,6'619.55,6'619.55,0.00,0.00,5'074.55,5'485.60,5'485.60,0.00,0.00,3'439.70,3'718.40,3'718.40,0.00,0.00,63'097.50,68'209.30,68'209.30,0.00,0.00,2'199.10,2'377.30,2'377.30,0.00,0.00,115'489.60,124'845.65,124'845.65,0.00,0.00
LS TERREAU,McDonald's Terreaux 045,217,442.50,476.50,419.95,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,512.30,551.75,514.05,0.00,0.00,,,,,,,,,,,410.30,441.90,404.20,0.00,0.00,,,,,,536.20,577.55,539.85,0.00,0.00,1'901.30,2'047.70,1'878.05,0.00,0.00,,,,,,,,,,,243.25,261.95,243.10,0.00,0.00,,,,,,,,,,,,,,,,419.75,452.10,433.25,0.00,0.00,197.95,213.20,194.35,0.00,0.00,,,,,,215.80,232.40,213.55,0.00,0.00,,,,,,,,,,,1'076.75,1'159.65,1'084.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2'978.05,3'207.35,2'962.30,0.00,0.00
MAJESTIC,HOTEL SUISSE MAJESTIC SA,6822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18'264.60,19'744.25,19'744.25,0.00,0.00,18'264.60,19'744.25,19'744.25,0.00,0.00
MIRABEAU,Hôtel Mirabeau SA,138,5'643.00,6'077.45,6'077.45,0.00,0.00,7'199.75,7'754.10,7'754.10,0.00,0.00,11'057.30,11'908.70,11'908.70,0.00,0.00,10'821.60,11'654.90,11'654.90,0.00,0.00,17'039.70,18'351.80,18'351.80,0.00,0.00,18'590.90,20'022.35,20'022.35,0.00,0.00,15'531.25,16'727.20,16'727.20,0.00,0.00,15'829.85,17'048.75,17'048.75,0.00,0.00,17'158.05,18'479.20,18'479.20,0.00,0.00,16'620.20,17'900.05,17'900.05,0.00,0.00,16'344.85,17'603.45,17'603.45,0.00,0.00,15'673.75,16'880.50,16'880.50,0.00,0.00,167'510.20,180'408.45,180'408.45,0.00,0.00,12'493.05,13'455.05,13'455.05,0.00,0.00,12'786.15,13'770.70,13'770.70,0.00,0.00,14'346.50,15'451.30,15'451.30,0.00,0.00,13'885.95,14'955.05,14'955.05,0.00,0.00,18'258.60,19'664.45,19'664.45,0.00,0.00,16'265.60,17'518.00,17'518.00,0.00,0.00,17'924.50,19'304.70,19'304.70,0.00,0.00,14'811.60,15'952.05,15'952.05,0.00,0.00,16'351.50,17'610.60,17'610.60,0.00,0.00,18'260.30,19'666.30,19'666.30,0.00,0.00,18'799.70,20'247.45,20'247.45,0.00,0.00,17'916.15,19'295.75,19'295.75,0.00,0.00,192'099.60,206'891.40,206'891.40,0.00,0.00,13'041.55,14'097.95,14'097.95,0.00,0.00,14'075.80,15'215.95,15'215.95,0.00,0.00,14'978.70,16'191.95,16'191.95,0.00,0.00,15'910.30,17'199.00,17'199.00,0.00,0.00,18'524.25,20'024.75,20'024.75,0.00,0.00,16'464.10,17'797.70,17'797.70,0.00,0.00,18'901.35,20'432.20,20'432.20,0.00,0.00,13'544.80,14'642.10,14'642.10,0.00,0.00,17'750.15,19'187.80,19'187.80,0.00,0.00,18'227.90,19'704.35,19'704.35,0.00,0.00,14'942.70,16'153.15,16'153.15,0.00,0.00,17'489.30,18'905.85,18'905.85,0.00,0.00,193'850.90,209'552.75,209'552.75,0.00,0.00,11'845.05,12'804.60,12'804.60,0.00,0.00,12'718.00,13'748.20,13'748.20,0.00,0.00,14'267.15,15'422.85,15'422.85,0.00,0.00,15'312.55,16'552.85,16'552.85,0.00,0.00,17'763.40,19'202.35,19'202.35,0.00,0.00,17'528.85,18'948.75,18'948.75,0.00,0.00,17'940.15,19'393.30,19'393.30,0.00,0.00,14'151.35,15'297.75,15'297.75,0.00,0.00,20'074.05,21'700.00,21'700.00,0.00,0.00,16'577.20,17'920.00,17'920.00,0.00,0.00,15'630.85,16'897.05,16'897.05,0.00,0.00,18'196.65,19'670.50,19'670.50,0.00,0.00,192'005.25,207'558.20,207'558.20,0.00,0.00,12'796.80,13'833.35,13'833.35,0.00,0.00,758'262.75,818'244.15,818'244.15,0.00,0.00
MIRADOR,HL Le Mirador International SA,164,6'638.30,7'149.45,7'149.45,0.00,0.00,11'170.45,12'030.45,12'030.45,0.00,0.00,13'967.45,15'043.15,15'043.15,0.00,0.00,12'441.60,13'399.40,13'399.40,0.00,0.00,15'285.30,16'462.15,16'462.15,0.00,0.00,13'473.55,14'511.10,14'511.10,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72'976.65,78'595.70,78'595.70,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72'976.65,78'595.70,78'595.70,0.00,0.00
MIRADOR SP,HL Le Mirador International SA,165,4'121.30,4'438.65,4'438.65,0.00,0.00,4'511.05,4'858.35,4'858.35,0.00,0.00,5'897.35,6'351.60,6'351.60,0.00,0.00,5'128.80,5'523.70,5'523.70,0.00,0.00,5'704.35,6'143.55,6'143.55,0.00,0.00,4'882.95,5'259.05,5'259.05,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30'245.80,32'574.90,32'574.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30'245.80,32'574.90,32'574.90,0.00,0.00
MIRARGENTI,Loin des Méchants SA,6757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'132.00,1'219.20,1'219.20,0.00,0.00,381.85,411.30,411.30,0.00,0.00,1'513.85,1'630.50,1'630.50,0.00,0.00,1'293.50,1'393.15,1'393.15,0.00,0.00,1'510.95,1'627.35,1'627.35,0.00,0.00,1'278.75,1'377.30,1'377.30,0.00,0.00,,,,,,787.00,847.60,847.60,0.00,0.00,1'280.45,1'379.10,1'379.10,0.00,0.00,2'359.40,2'541.40,2'541.40,0.00,0.00,3'204.95,3'451.60,3'451.60,0.00,0.00,2'737.50,2'948.30,2'948.30,0.00,0.00,3'236.95,3'486.25,3'486.25,0.00,0.00,973.50,1'048.45,1'048.45,0.00,0.00,914.85,985.35,985.35,0.00,0.00,19'577.80,21'085.85,21'085.85,0.00,0.00,2'842.15,3'072.45,3'072.45,0.00,0.00,2'271.15,2'455.20,2'455.20,0.00,0.00,1'674.50,1'810.35,1'810.35,0.00,0.00,523.20,565.55,565.55,0.00,0.00,2'012.10,2'175.10,2'175.10,0.00,0.00,2'573.00,2'781.55,2'781.55,0.00,0.00,3'402.55,3'678.20,3'678.20,0.00,0.00,3'273.90,3'539.15,3'539.15,0.00,0.00,2'796.10,3'022.65,3'022.65,0.00,0.00,3'003.00,3'246.55,3'246.55,0.00,0.00,1'332.80,1'440.80,1'440.80,0.00,0.00,943.95,1'020.40,1'020.40,0.00,0.00,26'648.40,28'807.95,28'807.95,0.00,0.00,2'659.05,2'874.50,2'874.50,0.00,0.00,2'405.20,2'600.15,2'600.15,0.00,0.00,1'695.55,1'833.00,1'833.00,0.00,0.00,,,,,,1'952.25,2'110.35,2'110.35,0.00,0.00,2'792.90,3'019.10,3'019.10,0.00,0.00,3'526.25,3'812.05,3'812.05,0.00,0.00,3'699.40,3'999.15,3'999.15,0.00,0.00,2'075.15,2'243.25,2'243.25,0.00,0.00,2'817.25,3'045.30,3'045.30,0.00,0.00,992.50,1'072.85,1'072.85,0.00,0.00,1'329.50,1'437.25,1'437.25,0.00,0.00,25'945.00,28'046.95,28'046.95,0.00,0.00,2'085.80,2'254.80,2'254.80,0.00,0.00,75'770.85,81'826.05,81'826.05,0.00,0.00
MODERN TIM,Moderntimes Hotelbetriebs AG,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13'731.80,14'844.10,14'844.10,0.00,0.00,13'731.80,14'844.10,14'844.10,0.00,0.00
MONT-ROUGE, MONT-ROUGE SA,6795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'348.00,1'457.20,1'457.20,0.00,0.00,615.30,665.20,665.20,0.00,0.00,535.45,578.80,578.80,0.00,0.00,1'675.15,1'810.80,1'810.80,0.00,0.00,1'028.10,1'111.35,1'111.35,0.00,0.00,913.05,987.05,987.05,0.00,0.00,6'115.05,6'610.40,6'610.40,0.00,0.00,624.90,675.55,675.55,0.00,0.00,587.40,634.95,634.95,0.00,0.00,587.85,635.50,635.50,0.00,0.00,225.90,244.20,244.20,0.00,0.00,385.90,417.15,417.15,0.00,0.00,164.65,178.00,178.00,0.00,0.00,260.65,281.80,281.80,0.00,0.00,,,,,,1'549.50,1'675.00,1'675.00,0.00,0.00,,,,,,,,,,,,,,,,4'386.75,4'742.15,4'742.15,0.00,0.00,,,,,,10'501.80,11'352.55,11'352.55,0.00,0.00
MOUNTAIN C,ALL MOUNTAIN CAMPS Sàrl,6798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'935.90,2'092.75,2'092.75,0.00,0.00,1'110.80,1'200.75,1'200.75,0.00,0.00,2'031.30,2'195.80,2'195.80,0.00,0.00,,,,,,663.40,717.15,717.15,0.00,0.00,5'741.40,6'206.45,6'206.45,0.00,0.00,3'177.80,3'435.15,3'435.15,0.00,0.00,3'130.20,3'383.80,3'383.80,0.00,0.00,2'606.60,2'817.75,2'817.75,0.00,0.00,2'267.90,2'451.60,2'451.60,0.00,0.00,1'303.10,1'408.60,1'408.60,0.00,0.00,2'340.00,2'529.65,2'529.65,0.00,0.00,2'056.50,2'223.10,2'223.10,0.00,0.00,2'074.10,2'242.15,2'242.15,0.00,0.00,2'205.30,2'383.95,2'383.95,0.00,0.00,2'017.80,2'181.20,2'181.20,0.00,0.00,,,,,,1'090.30,1'178.65,1'178.65,0.00,0.00,24'269.60,26'235.60,26'235.60,0.00,0.00,2'966.30,3'206.60,3'206.60,0.00,0.00,32'977.30,35'648.65,35'648.65,0.00,0.00
MOXY,Janus Hotel Sion SA,6728,9'182.50,9'889.55,9'889.55,0.00,0.00,8'212.75,8'845.20,8'845.20,0.00,0.00,13'101.75,14'110.60,14'110.60,0.00,0.00,10'722.80,11'548.40,11'548.40,0.00,0.00,13'602.40,14'649.75,14'649.75,0.00,0.00,16'219.25,17'468.20,17'468.20,0.00,0.00,17'677.80,19'039.00,19'039.00,0.00,0.00,19'297.35,20'783.20,20'783.20,0.00,0.00,18'560.00,19'989.05,19'989.05,0.00,0.00,13'424.85,14'458.50,14'458.50,0.00,0.00,13'908.15,14'979.05,14'979.05,0.00,0.00,11'747.20,12'651.75,12'651.75,0.00,0.00,165'656.80,178'412.25,178'412.25,0.00,0.00,15'778.70,16'993.60,16'993.60,0.00,0.00,16'074.95,17'312.65,17'312.65,0.00,0.00,16'464.00,17'731.75,17'731.75,0.00,0.00,13'344.90,14'372.55,14'372.55,0.00,0.00,25'173.40,27'111.85,27'111.85,0.00,0.00,21'965.00,23'656.35,23'656.35,0.00,0.00,23'862.15,25'699.65,25'699.65,0.00,0.00,26'145.45,28'158.70,28'158.70,0.00,0.00,24'535.40,26'424.70,26'424.70,0.00,0.00,24'448.55,26'331.15,26'331.15,0.00,0.00,17'424.10,18'765.80,18'765.80,0.00,0.00,15'977.05,17'207.40,17'207.40,0.00,0.00,241'193.65,259'766.15,259'766.15,0.00,0.00,17'205.65,18'599.30,18'599.30,0.00,0.00,18'319.00,19'802.75,19'802.75,0.00,0.00,18'660.80,20'172.40,20'172.40,0.00,0.00,21'488.05,23'228.70,23'228.70,0.00,0.00,24'283.80,26'250.55,26'250.55,0.00,0.00,23'980.25,25'922.65,25'922.65,0.00,0.00,26'343.15,28'476.95,28'476.95,0.00,0.00,26'605.80,28'760.80,28'760.80,0.00,0.00,24'478.45,26'461.20,26'461.20,0.00,0.00,25'679.40,27'759.45,27'759.45,0.00,0.00,19'683.80,21'278.25,21'278.25,0.00,0.00,21'298.25,23'023.30,23'023.30,0.00,0.00,268'026.40,289'736.30,289'736.30,0.00,0.00,20'891.25,22'583.40,22'583.40,0.00,0.00,23'535.10,25'441.45,25'441.45,0.00,0.00,20'521.35,22'183.55,22'183.55,0.00,0.00,22'156.25,23'950.75,23'950.75,0.00,0.00,21'001.95,22'703.00,22'703.00,0.00,0.00,21'302.60,23'028.05,23'028.05,0.00,0.00,23'890.25,25'825.30,25'825.30,0.00,0.00,18'057.10,19'519.75,19'519.75,0.00,0.00,,,,,,,,,,,,,,,,,,,,,171'355.85,185'235.25,185'235.25,0.00,0.00,,,,,,846'232.70,913'149.95,913'149.95,0.00,0.00
MP FUNKY C,Hôtel Montreux Palace SA,247,139.50,150.25,150.25,0.00,0.00,64.90,69.90,69.90,0.00,0.00,255.85,275.55,275.55,0.00,0.00,326.65,351.85,351.85,0.00,0.00,298.40,321.30,321.30,0.00,0.00,302.85,326.20,326.20,0.00,0.00,326.30,351.45,351.45,0.00,0.00,23.00,24.75,24.75,0.00,0.00,155.50,167.45,167.45,0.00,0.00,160.90,173.30,173.30,0.00,0.00,121.10,130.45,130.45,0.00,0.00,394.30,424.70,424.70,0.00,0.00,2'569.25,2'767.15,2'767.15,0.00,0.00,249.35,268.55,268.55,0.00,0.00,333.15,358.80,358.80,0.00,0.00,350.35,377.30,377.30,0.00,0.00,322.65,347.50,347.50,0.00,0.00,424.40,457.05,457.05,0.00,0.00,365.25,393.35,393.35,0.00,0.00,629.30,677.70,677.70,0.00,0.00,221.70,238.75,238.75,0.00,0.00,425.30,458.05,458.05,0.00,0.00,391.05,421.20,421.20,0.00,0.00,282.65,304.45,304.45,0.00,0.00,442.00,476.05,476.05,0.00,0.00,4'437.15,4'778.75,4'778.75,0.00,0.00,557.55,602.70,602.70,0.00,0.00,343.00,370.80,370.80,0.00,0.00,327.60,354.10,354.10,0.00,0.00,656.70,709.90,709.90,0.00,0.00,545.15,589.30,589.30,0.00,0.00,643.00,695.10,695.10,0.00,0.00,697.75,754.25,754.25,0.00,0.00,292.75,316.50,316.50,0.00,0.00,678.00,732.90,732.90,0.00,0.00,490.40,530.15,530.15,0.00,0.00,308.00,332.95,332.95,0.00,0.00,345.05,373.00,373.00,0.00,0.00,5'884.95,6'361.65,6'361.65,0.00,0.00,185.00,200.00,200.00,0.00,0.00,74.60,80.65,80.65,0.00,0.00,74.60,80.65,80.65,0.00,0.00,74.60,80.65,80.65,0.00,0.00,277.25,299.70,299.70,0.00,0.00,410.20,443.45,443.45,0.00,0.00,1'401.90,1'515.45,1'515.45,0.00,0.00,159.70,172.60,172.60,0.00,0.00,552.40,597.10,597.10,0.00,0.00,550.30,594.90,594.90,0.00,0.00,721.65,780.10,780.10,0.00,0.00,856.15,925.55,925.55,0.00,0.00,5'338.35,5'770.80,5'770.80,0.00,0.00,455.90,492.80,492.80,0.00,0.00,18'685.60,20'171.15,20'171.15,0.00,0.00
