,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 Total,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 Total,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 Total,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 Total,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 Total,,,,,Grand Total,,,,
EDEN PALAC,Société Anonyme Hôtelière Montreux,531,,,,,,,,,,,,,,,,15'046.65,16'250.25,16'250.25,0.00,0.00,19'562.50,21'127.50,21'127.50,0.00,0.00,19'659.70,21'232.40,21'232.40,0.00,0.00,26'500.10,28'620.05,28'620.05,0.00,0.00,28'503.35,30'783.60,30'783.60,0.00,0.00,22'101.15,23'869.30,23'869.30,0.00,0.00,16'240.20,17'539.40,17'539.40,0.00,0.00,9'999.00,10'799.00,10'799.00,0.00,0.00,12'289.45,13'272.55,13'272.55,0.00,0.00,169'902.10,183'494.05,183'494.05,0.00,0.00,10'329.90,11'156.30,11'156.30,0.00,0.00,7'913.80,8'546.80,8'546.80,0.00,0.00,11'625.10,12'555.10,12'555.10,0.00,0.00,14'452.85,15'609.10,15'609.10,0.00,0.00,22'305.05,24'089.55,24'089.55,0.00,0.00,23'858.40,25'767.00,25'767.00,0.00,0.00,27'774.25,29'996.20,29'996.20,0.00,0.00,29'071.10,31'396.95,31'396.95,0.00,0.00,23'241.20,25'100.45,25'100.45,0.00,0.00,29'102.90,31'431.20,31'431.20,0.00,0.00,10'906.00,11'778.50,11'778.50,0.00,0.00,15'135.70,16'346.45,16'346.45,0.00,0.00,225'716.25,243'773.60,243'773.60,0.00,0.00,10'311.85,11'105.80,11'105.80,0.00,0.00,6'677.80,7'192.00,7'192.00,0.00,0.00,10'473.30,11'279.70,11'279.70,0.00,0.00,13'466.85,14'503.80,14'503.80,0.00,0.00,24'632.60,26'529.30,26'529.30,0.00,0.00,,,,,,50'570.70,54'464.75,54'464.75,0.00,0.00,32'575.20,35'083.30,35'083.30,0.00,0.00,22'599.80,24'339.85,24'339.85,0.00,0.00,21'138.70,22'766.35,22'766.35,0.00,0.00,12'271.85,13'216.75,13'216.75,0.00,0.00,15'766.05,16'980.00,16'980.00,0.00,0.00,220'484.70,237'461.60,237'461.60,0.00,0.00,11'897.25,12'813.25,12'813.25,0.00,0.00,9'833.85,10'591.10,10'591.10,0.00,0.00,26'778.10,28'840.10,28'840.10,0.00,0.00,37'551.55,40'443.00,40'443.00,0.00,0.00,-358.50,-386.10,-386.10,0.00,0.00,29'234.95,31'485.90,31'485.90,0.00,0.00,30'218.05,32'544.65,32'544.65,0.00,0.00,28'853.90,31'075.55,31'075.55,0.00,0.00,25'242.60,27'186.20,27'186.20,0.00,0.00,17'087.00,18'402.60,18'402.60,0.00,0.00,10'712.50,11'537.20,11'537.20,0.00,0.00,17'019.85,18'330.35,18'330.35,0.00,0.00,244'071.10,262'863.80,262'863.80,0.00,0.00,7'682.65,8'274.25,8'274.25,0.00,0.00,11'022.70,11'871.45,11'871.45,0.00,0.00,3'452.30,3'718.15,3'718.15,0.00,0.00,,,,,,,,,,,953.80,1'027.25,1'027.25,0.00,0.00,16'140.20,17'382.90,17'382.90,0.00,0.00,20'854.05,22'459.85,22'459.85,0.00,0.00,9'496.65,10'227.90,10'227.90,0.00,0.00,4'744.00,5'109.35,5'109.35,0.00,0.00,,,,,,,,,,,74'346.35,80'071.10,80'071.10,0.00,0.00,934'520.50,1'007'664.15,1'007'664.15,0.00,0.00
EPFL STUDI,EPFL AVP SAO SAE,98,568.00,613.40,613.40,0.00,0.00,454.00,490.30,490.30,0.00,0.00,550.40,594.40,594.40,0.00,0.00,295.20,318.80,318.80,0.00,0.00,459.20,495.95,495.95,0.00,0.00,563.40,608.45,608.45,0.00,0.00,449.80,485.80,485.80,0.00,0.00,451.20,487.30,487.30,0.00,0.00,477.80,516.00,516.00,0.00,0.00,459.20,495.95,495.95,0.00,0.00,384.00,414.75,414.75,0.00,0.00,302.00,326.15,326.15,0.00,0.00,5'414.20,5'847.25,5'847.25,0.00,0.00,460.80,497.70,497.70,0.00,0.00,456.00,492.45,492.45,0.00,0.00,463.20,500.25,500.25,0.00,0.00,168.80,182.30,182.30,0.00,0.00,559.20,603.90,603.90,0.00,0.00,522.00,563.70,563.70,0.00,0.00,498.00,537.85,537.85,0.00,0.00,623.20,673.05,673.05,0.00,0.00,513.20,554.25,554.25,0.00,0.00,440.00,475.15,475.15,0.00,0.00,372.40,402.20,402.20,0.00,0.00,653.20,705.45,705.45,0.00,0.00,5'730.00,6'188.25,6'188.25,0.00,0.00,560.80,604.00,604.00,0.00,0.00,270.40,291.20,291.20,0.00,0.00,300.00,323.10,323.10,0.00,0.00,386.40,416.15,416.15,0.00,0.00,406.00,437.25,437.25,0.00,0.00,,,,,,992.00,1'068.35,1'068.35,0.00,0.00,493.60,531.65,531.65,0.00,0.00,318.40,342.95,342.95,0.00,0.00,428.80,461.85,461.85,0.00,0.00,389.10,419.05,419.05,0.00,0.00,388.40,418.35,418.35,0.00,0.00,4'933.90,5'313.90,5'313.90,0.00,0.00,282.40,304.15,304.15,0.00,0.00,546.40,588.45,588.45,0.00,0.00,434.00,467.40,467.40,0.00,0.00,540.80,582.40,582.40,0.00,0.00,424.00,456.60,456.60,0.00,0.00,298.40,321.35,321.35,0.00,0.00,541.60,583.30,583.30,0.00,0.00,539.20,580.70,580.70,0.00,0.00,441.20,475.20,475.20,0.00,0.00,570.10,614.00,614.00,0.00,0.00,507.60,546.65,546.65,0.00,0.00,287.60,309.75,309.75,0.00,0.00,5'413.30,5'829.95,5'829.95,0.00,0.00,208.40,224.45,224.45,0.00,0.00,334.00,359.70,359.70,0.00,0.00,260.80,280.90,280.90,0.00,0.00,,,,,,,,,,,430.40,463.50,463.50,0.00,0.00,444.80,479.05,479.05,0.00,0.00,318.80,343.35,343.35,0.00,0.00,550.00,592.35,592.35,0.00,0.00,519.60,559.60,559.60,0.00,0.00,438.80,472.60,472.60,0.00,0.00,409.60,441.10,441.10,0.00,0.00,3'915.20,4'216.60,4'216.60,0.00,0.00,25'406.60,27'395.95,27'395.95,0.00,0.00
ESPACE PHY,Espace Physiothérapie Santé,13,1'257.85,1'358.50,1'358.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'257.85,1'358.50,1'358.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'257.85,1'358.50,1'358.50,0.00,0.00
EUROTEL MO,Société SEGHOR SA,80,13'417.95,14'491.50,14'491.50,0.00,0.00,11'249.90,12'149.85,12'149.85,0.00,0.00,17'160.10,18'532.90,18'532.90,0.00,0.00,18'051.30,19'495.25,19'495.25,0.00,0.00,25'869.65,27'939.25,27'939.25,0.00,0.00,25'779.10,27'841.40,27'841.40,0.00,0.00,28'261.50,30'522.35,30'522.35,0.00,0.00,27'832.85,30'059.55,30'059.55,0.00,0.00,26'164.85,28'258.15,28'258.15,0.00,0.00,16'370.00,17'679.65,17'679.65,0.00,0.00,13'455.40,14'531.85,14'531.85,0.00,0.00,16'827.65,18'173.85,18'173.85,0.00,0.00,240'440.25,259'675.55,259'675.55,0.00,0.00,11'889.85,12'841.05,12'841.05,0.00,0.00,12'489.10,13'488.35,13'488.35,0.00,0.00,13'922.05,15'035.85,15'035.85,0.00,0.00,17'599.85,19'007.85,19'007.85,0.00,0.00,24'211.65,26'148.40,26'148.40,0.00,0.00,28'350.90,30'618.95,30'618.95,0.00,0.00,30'246.90,32'666.70,32'666.70,0.00,0.00,31'225.50,33'723.45,33'723.45,0.00,0.00,27'682.75,29'897.30,29'897.30,0.00,0.00,26'709.80,28'846.50,28'846.50,0.00,0.00,12'708.35,13'725.00,13'725.00,0.00,0.00,15'872.20,17'141.95,17'141.95,0.00,0.00,252'908.90,273'141.35,273'141.35,0.00,0.00,12'618.35,13'589.95,13'589.95,0.00,0.00,10'543.00,11'354.70,11'354.70,0.00,0.00,14'189.40,15'281.85,15'281.85,0.00,0.00,22'011.25,23'706.05,23'706.05,0.00,0.00,30'923.40,33'304.50,33'304.50,0.00,0.00,,,,,,65'543.50,70'590.15,70'590.15,0.00,0.00,37'853.55,40'768.10,40'768.10,0.00,0.00,29'814.05,32'109.60,32'109.60,0.00,0.00,24'883.35,26'799.25,26'799.25,0.00,0.00,15'290.10,16'467.35,16'467.35,0.00,0.00,15'877.85,17'100.30,17'100.30,0.00,0.00,279'547.80,301'071.80,301'071.80,0.00,0.00,11'319.95,12'191.60,12'191.60,0.00,0.00,12'246.15,13'189.20,13'189.20,0.00,0.00,13'463.55,14'500.15,14'500.15,0.00,0.00,19'581.00,21'088.80,21'088.80,0.00,0.00,24'801.65,26'711.65,26'711.65,0.00,0.00,32'948.60,35'485.50,35'485.50,0.00,0.00,36'248.35,39'039.35,39'039.35,0.00,0.00,36'988.70,39'836.85,39'836.85,0.00,0.00,31'845.10,34'297.10,34'297.10,0.00,0.00,27'528.90,29'648.60,29'648.60,0.00,0.00,16'317.85,17'574.25,17'574.25,0.00,0.00,24'465.85,26'349.70,26'349.70,0.00,0.00,287'755.65,309'912.75,309'912.75,0.00,0.00,13'780.85,14'842.15,14'842.15,0.00,0.00,15'563.85,16'762.25,16'762.25,0.00,0.00,5'504.05,5'927.85,5'927.85,0.00,0.00,784.05,844.40,844.40,0.00,0.00,5'614.30,6'046.60,6'046.60,0.00,0.00,11'463.55,12'346.25,12'346.25,0.00,0.00,18'995.55,20'458.20,20'458.20,0.00,0.00,27'494.75,29'612.00,29'612.00,0.00,0.00,14'092.40,15'177.45,15'177.45,0.00,0.00,6'408.20,6'901.70,6'901.70,0.00,0.00,3'705.45,3'990.75,3'990.75,0.00,0.00,14'514.00,15'631.55,15'631.55,0.00,0.00,137'921.00,148'541.15,148'541.15,0.00,0.00,1'198'573.60,1'292'342.60,1'292'342.60,0.00,0.00
EUROTEL VI,Villars Palace Hotels & Academy,173,11'842.85,12'790.20,12'790.20,0.00,0.00,16'933.80,18'288.50,18'288.50,0.00,0.00,16'181.75,17'476.35,17'476.35,0.00,0.00,7'956.55,8'593.10,8'593.10,0.00,0.00,13'596.35,14'684.00,14'684.00,0.00,0.00,18'781.05,20'283.50,20'283.50,0.00,0.00,17'718.30,19'135.75,19'135.75,0.00,0.00,18'846.65,20'354.40,20'354.40,0.00,0.00,19'027.05,20'549.20,20'549.20,0.00,0.00,6'359.60,6'868.35,6'868.35,0.00,0.00,17'967.45,19'404.90,19'404.90,0.00,0.00,5'692.90,6'148.35,6'148.35,0.00,0.00,170'904.30,184'576.60,184'576.60,0.00,0.00,15'476.30,16'714.55,16'714.55,0.00,0.00,13'859.05,14'967.70,14'967.70,0.00,0.00,10'908.05,11'780.85,11'780.85,0.00,0.00,8'521.15,9'202.80,9'202.80,0.00,0.00,16'565.00,17'890.15,17'890.15,0.00,0.00,19'957.80,21'554.50,21'554.50,0.00,0.00,16'471.40,17'789.20,17'789.20,0.00,0.00,18'832.95,20'339.60,20'339.60,0.00,0.00,19'788.90,21'372.10,21'372.10,0.00,0.00,4'032.75,4'355.40,4'355.40,0.00,0.00,15'108.35,16'317.00,16'317.00,0.00,0.00,5'438.00,5'872.95,5'872.95,0.00,0.00,164'959.70,178'156.80,178'156.80,0.00,0.00,17'188.85,18'512.50,18'512.50,0.00,0.00,22'457.25,24'186.55,24'186.55,0.00,0.00,13'782.25,14'843.45,14'843.45,0.00,0.00,8'827.75,9'507.50,9'507.50,0.00,0.00,22'481.25,24'212.25,24'212.25,0.00,0.00,,,,,,41'223.65,44'398.10,44'398.10,0.00,0.00,23'436.55,25'241.10,25'241.10,0.00,0.00,17'014.40,18'324.40,18'324.40,0.00,0.00,13'709.50,14'765.15,14'765.15,0.00,0.00,15'297.95,16'475.80,16'475.80,0.00,0.00,4'805.55,5'175.50,5'175.50,0.00,0.00,200'224.95,215'642.30,215'642.30,0.00,0.00,18'145.25,19'542.45,19'542.45,0.00,0.00,19'450.50,20'948.20,20'948.20,0.00,0.00,20'111.80,21'660.35,21'660.35,0.00,0.00,12'389.80,13'343.80,13'343.80,0.00,0.00,17'034.40,18'345.95,18'345.95,0.00,0.00,18'973.60,20'434.70,20'434.70,0.00,0.00,23'848.35,25'684.70,25'684.70,0.00,0.00,19'335.40,20'824.25,20'824.25,0.00,0.00,17'543.45,18'894.30,18'894.30,0.00,0.00,6'412.05,6'905.65,6'905.65,0.00,0.00,15'343.65,16'525.05,16'525.05,0.00,0.00,7'516.15,8'094.85,8'094.85,0.00,0.00,196'104.40,211'204.25,211'204.25,0.00,0.00,15'520.20,16'715.30,16'715.30,0.00,0.00,20'148.60,21'700.05,21'700.05,0.00,0.00,6'173.15,6'648.50,6'648.50,0.00,0.00,,,,,,,,,,,,,,,,8'724.90,9'396.85,9'396.85,0.00,0.00,9'043.45,9'739.90,9'739.90,0.00,0.00,6'844.85,7'371.85,7'371.85,0.00,0.00,7'069.05,7'613.35,7'613.35,0.00,0.00,1'398.00,1'505.70,1'505.70,0.00,0.00,8'185.85,8'816.15,8'816.15,0.00,0.00,83'108.05,89'507.65,89'507.65,0.00,0.00,815'301.40,879'087.60,879'087.60,0.00,0.00
EXCELSIOR,Biotonus Clinique Bon Port SA,537,,,,,,,,,,,,,,,,16'538.60,17'861.75,17'861.75,0.00,0.00,14'248.60,15'388.55,15'388.55,0.00,0.00,12'493.65,13'493.15,13'493.15,0.00,0.00,16'245.70,17'545.25,17'545.25,0.00,0.00,17'051.20,18'415.15,18'415.15,0.00,0.00,14'653.75,15'826.15,15'826.15,0.00,0.00,8'644.30,9'335.80,9'335.80,0.00,0.00,10'409.60,11'242.35,11'242.35,0.00,0.00,11'765.90,12'707.15,12'707.15,0.00,0.00,122'051.30,131'815.30,131'815.30,0.00,0.00,11'459.65,12'376.55,12'376.55,0.00,0.00,6'890.40,7'441.65,7'441.65,0.00,0.00,8'309.05,8'973.75,8'973.75,0.00,0.00,8'473.10,9'151.00,9'151.00,0.00,0.00,11'525.35,12'447.35,12'447.35,0.00,0.00,11'095.50,11'983.05,11'983.05,0.00,0.00,15'155.80,16'368.10,16'368.10,0.00,0.00,15'066.65,16'272.00,16'272.00,0.00,0.00,12'257.15,13'237.75,13'237.75,0.00,0.00,10'269.65,11'091.20,11'091.20,0.00,0.00,12'859.30,13'888.15,13'888.15,0.00,0.00,9'054.55,9'778.90,9'778.90,0.00,0.00,132'416.15,143'009.45,143'009.45,0.00,0.00,9'556.35,10'292.10,10'292.10,0.00,0.00,7'115.00,7'662.90,7'662.90,0.00,0.00,8'624.50,9'288.45,9'288.45,0.00,0.00,8'961.50,9'651.60,9'651.60,0.00,0.00,12'001.65,12'925.75,12'925.75,0.00,0.00,,,,,,25'681.75,27'659.25,27'659.25,0.00,0.00,15'046.35,16'204.75,16'204.75,0.00,0.00,10'845.30,11'680.40,11'680.40,0.00,0.00,10'456.90,11'262.15,11'262.15,0.00,0.00,12'140.90,13'075.70,13'075.70,0.00,0.00,14'264.40,15'362.70,15'362.70,0.00,0.00,134'694.60,145'065.75,145'065.75,0.00,0.00,7'651.85,8'241.00,8'241.00,0.00,0.00,6'984.00,7'521.65,7'521.65,0.00,0.00,6'116.00,6'586.95,6'586.95,0.00,0.00,37'152.65,40'013.45,40'013.45,0.00,0.00,11'503.60,12'389.30,12'389.30,0.00,0.00,1'172.05,1'262.20,1'262.20,0.00,0.00,14'982.65,16'136.20,16'136.20,0.00,0.00,15'497.35,16'690.70,16'690.70,0.00,0.00,11'222.75,12'086.90,12'086.90,0.00,0.00,12'093.00,13'024.15,13'024.15,0.00,0.00,8'179.05,8'808.85,8'808.85,0.00,0.00,9'188.55,9'896.20,9'896.20,0.00,0.00,141'743.50,152'657.55,152'657.55,0.00,0.00,6'941.80,7'476.30,7'476.30,0.00,0.00,8'493.35,9'147.15,9'147.15,0.00,0.00,5'123.85,5'518.40,5'518.40,0.00,0.00,3'242.80,3'492.50,3'492.50,0.00,0.00,3'992.65,4'300.00,4'300.00,0.00,0.00,5'692.70,6'131.10,6'131.10,0.00,0.00,8'329.90,8'971.20,8'971.20,0.00,0.00,10'171.05,10'954.20,10'954.20,0.00,0.00,6'097.35,6'566.80,6'566.80,0.00,0.00,8'822.35,9'501.70,9'501.70,0.00,0.00,3'843.85,4'139.85,4'139.85,0.00,0.00,5'596.40,6'027.25,6'027.25,0.00,0.00,76'348.05,82'226.45,82'226.45,0.00,0.00,607'253.60,654'774.50,654'774.50,0.00,0.00
,Hôtel Excelsior,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00,86.15,86.15,0.00,0.00,9'604.95,10'344.15,10'344.15,0.00,0.00,56.35,60.70,60.70,0.00,0.00,9'741.30,10'491.00,10'491.00,0.00,0.00,5'766.40,6'210.75,6'210.75,0.00,0.00,5'574.70,6'004.20,6'004.20,0.00,0.00,6'985.10,7'523.15,7'523.15,0.00,0.00,5'915.95,6'372.00,6'372.00,0.00,0.00,5'948.00,6'406.15,6'406.15,0.00,0.00,5'872.45,6'324.80,6'324.80,0.00,0.00,7'092.45,7'638.40,7'638.40,0.00,0.00,6'597.00,7'105.20,7'105.20,0.00,0.00,6'929.85,7'463.75,7'463.75,0.00,0.00,6'726.55,7'244.60,7'244.60,0.00,0.00,6'038.40,6'503.55,6'503.55,0.00,0.00,5'601.10,6'032.55,6'032.55,0.00,0.00,75'047.95,80'829.10,80'829.10,0.00,0.00,5'293.15,5'700.85,5'700.85,0.00,0.00,4'789.35,5'158.30,5'158.30,0.00,0.00,531.20,572.15,572.15,0.00,0.00,,,,,,,,,,,,,,,,1'184.40,1'275.70,1'275.70,0.00,0.00,1'943.95,2'093.55,2'093.55,0.00,0.00,2'134.30,2'298.55,2'298.55,0.00,0.00,865.95,932.70,932.70,0.00,0.00,972.25,1'047.00,1'047.00,0.00,0.00,819.50,882.55,882.55,0.00,0.00,18'534.05,19'961.35,19'961.35,0.00,0.00,103'323.30,111'281.45,111'281.45,0.00,0.00
EXCELSIOR Total,,,,,,,,,,,,,,,,,,16'538.60,17'861.75,17'861.75,0.00,0.00,14'248.60,15'388.55,15'388.55,0.00,0.00,12'493.65,13'493.15,13'493.15,0.00,0.00,16'245.70,17'545.25,17'545.25,0.00,0.00,17'051.20,18'415.15,18'415.15,0.00,0.00,14'653.75,15'826.15,15'826.15,0.00,0.00,8'644.30,9'335.80,9'335.80,0.00,0.00,10'409.60,11'242.35,11'242.35,0.00,0.00,11'765.90,12'707.15,12'707.15,0.00,0.00,122'051.30,131'815.30,131'815.30,0.00,0.00,11'459.65,12'376.55,12'376.55,0.00,0.00,6'890.40,7'441.65,7'441.65,0.00,0.00,8'309.05,8'973.75,8'973.75,0.00,0.00,8'473.10,9'151.00,9'151.00,0.00,0.00,11'525.35,12'447.35,12'447.35,0.00,0.00,11'095.50,11'983.05,11'983.05,0.00,0.00,15'155.80,16'368.10,16'368.10,0.00,0.00,15'066.65,16'272.00,16'272.00,0.00,0.00,12'257.15,13'237.75,13'237.75,0.00,0.00,10'269.65,11'091.20,11'091.20,0.00,0.00,12'859.30,13'888.15,13'888.15,0.00,0.00,9'054.55,9'778.90,9'778.90,0.00,0.00,132'416.15,143'009.45,143'009.45,0.00,0.00,9'556.35,10'292.10,10'292.10,0.00,0.00,7'115.00,7'662.90,7'662.90,0.00,0.00,8'624.50,9'288.45,9'288.45,0.00,0.00,8'961.50,9'651.60,9'651.60,0.00,0.00,12'001.65,12'925.75,12'925.75,0.00,0.00,,,,,,25'681.75,27'659.25,27'659.25,0.00,0.00,15'046.35,16'204.75,16'204.75,0.00,0.00,10'845.30,11'680.40,11'680.40,0.00,0.00,10'536.90,11'348.30,11'348.30,0.00,0.00,21'745.85,23'419.85,23'419.85,0.00,0.00,14'320.75,15'423.40,15'423.40,0.00,0.00,144'435.90,155'556.75,155'556.75,0.00,0.00,13'418.25,14'451.75,14'451.75,0.00,0.00,12'558.70,13'525.85,13'525.85,0.00,0.00,13'101.10,14'110.10,14'110.10,0.00,0.00,43'068.60,46'385.45,46'385.45,0.00,0.00,17'451.60,18'795.45,18'795.45,0.00,0.00,7'044.50,7'587.00,7'587.00,0.00,0.00,22'075.10,23'774.60,23'774.60,0.00,0.00,22'094.35,23'795.90,23'795.90,0.00,0.00,18'152.60,19'550.65,19'550.65,0.00,0.00,18'819.55,20'268.75,20'268.75,0.00,0.00,14'217.45,15'312.40,15'312.40,0.00,0.00,14'789.65,15'928.75,15'928.75,0.00,0.00,216'791.45,233'486.65,233'486.65,0.00,0.00,12'234.95,13'177.15,13'177.15,0.00,0.00,13'282.70,14'305.45,14'305.45,0.00,0.00,5'655.05,6'090.55,6'090.55,0.00,0.00,3'242.80,3'492.50,3'492.50,0.00,0.00,3'992.65,4'300.00,4'300.00,0.00,0.00,5'692.70,6'131.10,6'131.10,0.00,0.00,9'514.30,10'246.90,10'246.90,0.00,0.00,12'115.00,13'047.75,13'047.75,0.00,0.00,8'231.65,8'865.35,8'865.35,0.00,0.00,9'688.30,10'434.40,10'434.40,0.00,0.00,4'816.10,5'186.85,5'186.85,0.00,0.00,6'415.90,6'909.80,6'909.80,0.00,0.00,94'882.10,102'187.80,102'187.80,0.00,0.00,710'576.90,766'055.95,766'055.95,0.00,0.00
FETES ET B,Fêtes et Banquets,105,50.00,54.00,54.00,0.00,0.00,,,,,,,,,,,47.50,51.30,51.30,0.00,0.00,192.50,207.90,207.90,0.00,0.00,977.50,1'055.70,1'055.70,0.00,0.00,,,,,,81.00,87.50,87.50,0.00,0.00,330.00,356.35,356.35,0.00,0.00,63.00,68.05,68.05,0.00,0.00,97.00,104.80,104.80,0.00,0.00,264.00,285.15,285.15,0.00,0.00,2'102.50,2'270.75,2'270.75,0.00,0.00,,,,,,,,,,,157.50,170.10,170.10,0.00,0.00,103.00,111.25,111.25,0.00,0.00,247.50,267.30,267.30,0.00,0.00,478.50,516.80,516.80,0.00,0.00,418.50,452.00,452.00,0.00,0.00,82.00,88.55,88.55,0.00,0.00,256.00,276.50,276.50,0.00,0.00,645.00,696.60,696.60,0.00,0.00,124.50,134.45,134.45,0.00,0.00,120.00,129.60,129.60,0.00,0.00,2'632.50,2'843.15,2'843.15,0.00,0.00,,,,,,,,,,,72.00,77.55,77.55,0.00,0.00,,,,,,30.50,32.85,32.85,0.00,0.00,,,,,,231.50,249.30,249.30,0.00,0.00,540.50,582.15,582.15,0.00,0.00,429.50,462.60,462.60,0.00,0.00,31.50,33.95,33.95,0.00,0.00,,,,,,291.50,313.95,313.95,0.00,0.00,1'627.00,1'752.35,1'752.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,201.30,216.75,216.75,0.00,0.00,757.00,815.25,815.25,0.00,0.00,,,,,,126.00,135.70,135.70,0.00,0.00,452.50,487.30,487.30,0.00,0.00,278.00,299.40,299.40,0.00,0.00,270.00,290.75,290.75,0.00,0.00,687.50,740.45,740.45,0.00,0.00,2'772.30,2'985.60,2'985.60,0.00,0.00,354.00,381.25,381.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,-44.00,-47.40,-47.40,0.00,0.00,255.00,274.65,274.65,0.00,0.00,518.50,558.45,558.45,0.00,0.00,71.50,77.00,77.00,0.00,0.00,,,,,,,,,,,,,,,,1'155.00,1'243.95,1'243.95,0.00,0.00,10'289.30,11'095.80,11'095.80,0.00,0.00
FITNESS OP,Fitness Usine Opéra,560,6'575.25,7'101.20,7'101.20,0.00,0.00,7'414.00,8'007.05,8'007.05,0.00,0.00,6'743.75,7'283.20,7'283.20,0.00,0.00,6'951.55,7'507.65,7'507.65,0.00,0.00,6'479.00,6'997.35,6'997.35,0.00,0.00,6'608.10,7'136.70,7'136.70,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40'771.65,44'033.15,44'033.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40'771.65,44'033.15,44'033.15,0.00,0.00
FLEUR LAC,La Fleur du Lac SA,594,3'809.75,4'114.60,4'114.60,0.00,0.00,3'353.35,3'621.55,3'621.55,0.00,0.00,4'377.60,4'727.70,4'727.70,0.00,0.00,4'853.50,5'241.80,5'241.80,0.00,0.00,5'866.95,6'336.25,6'336.25,0.00,0.00,6'223.90,6'721.75,6'721.75,0.00,0.00,6'258.75,6'759.60,6'759.60,0.00,0.00,5'280.45,5'702.95,5'702.95,0.00,0.00,5'525.90,5'967.90,5'967.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,45'550.15,49'194.10,49'194.10,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45'550.15,49'194.10,49'194.10,0.00,0.00
